id,lv-assertions,lv-exceptions,u-assertions,u-exceptions
00001,0,0,5,0
00002,3,0,0,2
00003,3,0,0,2
00004,0,0,0,0
00005,3,0,0,2
00006,3,0,0,0
00007,3,0,0,0
00008,0,0,0,0
00009,3,0,0,0
00010,0,0,1,0
00011,0,0,3,0
00012,0,0,3,0
00013,0,0,3,1
00014,0,2,0,0
00015,0,1,0,0
00016,0,2,0,0
00017,0,1,0,0
00018,0,2,0,0
00019,0,1,0,0
00020,15,6,0,0
00021,4,20,0,0
00022,0,0,4,20
00023,0,0,4,20
00024,11,35,0,0
00025,0,0,4,20
00026,0,0,0,0
00027,0,0,0,0
00028,0,0,0,0
00029,2,0,0,0
00030,0,0,0,0
00031,2,0,0,0
00032,1,4,0,0
00033,1,3,0,0
00034,0,0,0,0
00035,0,0,0,0
00036,0,0,0,0
00037,0,0,0,0
00038,0,20,0,0
00039,2,28,0,0
00040,2,28,0,0
00041,0,20,0,0
00042,2,1,0,0
00043,2,28,0,0
00044,0,0,4,22
00045,0,0,10,38
00046,0,0,10,38
00047,0,0,4,22
00048,0,0,0,0
00049,0,0,1,0
00050,0,0,0,0
00051,0,0,0,0
00052,0,0,0,0
00053,0,0,3,0
00054,0,0,3,0
00055,0,0,0,0
00056,0,0,0,0
00057,0,0,1,0
00058,0,0,0,0
00059,0,0,0,0
00060,0,0,0,0
00061,0,0,0,0
00062,0,0,0,0
00063,0,0,0,0
00064,0,0,0,0
00065,0,0,0,0
00066,0,0,0,0
00067,0,0,0,0
00068,0,5,0,0
00069,0,0,0,0
00070,0,0,0,0
00071,0,0,0,0
00072,0,0,0,2
00073,0,0,24,0
00074,0,0,24,0
00075,0,0,0,0
00076,0,0,24,0
00077,0,0,26,0
00078,0,0,2,0
00079,4,0,8,0
00080,0,0,6,0
00081,0,0,8,0
00082,0,0,8,0
00083,0,0,6,0
00084,0,0,6,0
00085,0,0,8,0
00086,0,0,16,0
00087,0,0,18,0
00088,0,0,16,0
00089,0,0,16,0
00090,0,0,18,0
00091,0,0,2,0
00092,4,0,7,0
00093,0,0,0,0
00094,0,0,4,0
00095,0,0,0,0
00096,0,0,0,0
00097,0,0,4,0
00098,0,0,0,0
00099,0,0,0,0
00100,0,0,0,0
00101,0,0,2,0
00102,0,0,0,0
00103,0,0,0,0
00104,0,0,0,0
00105,0,0,0,0
00106,0,0,0,0
00107,0,0,0,0
00108,0,0,0,0
00109,0,0,0,0
00110,0,0,0,0
00111,0,0,0,0
00112,0,0,0,0
00113,0,0,0,0
00114,0,0,0,0
00115,0,0,0,0
00116,0,0,0,0
00117,0,0,0,2
00118,0,0,0,0
00119,0,0,2,0
00120,0,0,7,32
00121,0,0,7,32
00122,0,0,0,0
00123,0,0,7,32
00124,0,0,0,2
00125,0,0,0,13
00126,0,0,0,0
00127,2,1,0,0
00128,2,1,0,0
00129,0,0,0,0
00130,2,1,0,0
00131,0,0,0,0
00132,2,1,0,0
00133,0,0,0,0
00134,0,0,0,0
00135,1,0,0,0
00136,1,0,0,0
00137,1,0,0,0
00138,1,0,0,0
00139,1,0,0,0
00140,1,0,0,0
00141,1,0,0,0
00142,0,0,0,0
00143,5,0,0,0
00144,0,0,0,0
00145,5,0,0,0
00146,5,0,0,0
00147,5,0,0,0
00148,0,0,0,0
00149,0,0,0,0
00150,5,0,0,0
00151,0,0,0,0
00152,5,0,0,0
00153,0,0,0,0
00154,0,0,0,0
00155,0,0,0,0
00156,0,0,0,0
00157,0,0,0,0
00158,0,0,0,0
00159,0,0,0,0
00160,0,0,0,0
00161,0,0,0,0
00162,0,0,0,0
00163,0,0,0,0
00164,0,0,0,6
00165,0,0,0,0
00166,0,0,0,0
00167,0,0,0,0
00168,0,0,0,0
00169,0,0,0,0
00170,0,0,0,0
00171,0,0,0,0
00172,1,0,0,0
00173,1,0,0,0
00174,0,0,1,0
00175,0,0,0,0
00176,0,0,0,0
00177,0,0,0,0
00178,1,0,0,0
00179,0,0,1,0
00180,0,0,0,0
00181,0,0,0,0
00182,0,0,0,0
00183,0,0,0,0
00184,0,0,0,0
00185,15,0,0,0
00186,15,0,0,0
00187,0,0,0,0
00188,0,0,15,0
00189,0,0,0,0
00190,6,0,1,0
00191,0,0,0,0
00192,0,0,0,0
00193,0,0,0,0
00194,0,0,0,0
00195,0,0,0,0
00196,0,0,0,0
00197,0,0,0,0
00198,0,0,0,0
00199,0,0,0,0
00200,0,0,0,0
00201,0,0,0,0
00202,0,0,0,0
00203,0,0,0,0
00204,0,0,1,0
00205,0,0,1,0
00206,0,0,0,0
00207,1,0,0,0
00208,0,0,0,0
00209,0,0,1,0
00210,0,0,0,0
00211,0,0,0,0
00212,0,0,0,0
00213,0,0,0,0
00214,0,0,0,0
00215,0,0,0,0
00216,0,0,0,0
00217,0,0,0,0
00218,0,0,0,0
00219,0,0,0,0
00220,0,0,0,0
00221,0,0,0,0
00222,0,0,0,0
00223,0,0,0,0
00224,0,0,0,0
00225,0,0,0,0
00226,0,0,0,0
00227,0,0,0,0
00228,0,0,0,0
00229,0,0,1,0
00230,0,0,1,0
00231,0,0,0,0
00232,0,0,0,0
00233,0,0,0,0
00234,0,0,0,0
00235,0,0,0,0
00236,0,0,0,0
00237,0,0,0,0
00238,0,0,0,0
00239,0,0,0,0
00240,0,0,0,0
00241,0,0,0,0
00242,0,0,0,0
00243,0,0,0,0
00244,5,0,0,0
00245,0,0,0,0
00246,0,0,0,0
00247,0,0,0,0
00248,0,0,0,0
00249,0,0,0,0
00250,5,0,0,0
00251,0,0,0,0
00252,0,0,0,0
00253,0,0,0,0
00254,0,0,0,0
00255,0,0,0,0
00256,0,0,0,0
00257,0,0,0,0
00258,0,0,1,0
00259,0,0,0,0
00260,1,0,0,0
00261,0,0,0,0
00262,0,0,12,0
00263,0,0,12,0
00264,0,0,13,0
00265,0,0,12,0
00266,0,0,12,0
00267,0,0,12,0
00268,0,0,2,0
00269,4,0,7,0
00270,0,0,3,0
00271,0,0,3,0
00272,0,0,3,0
00273,0,0,3,0
00274,0,0,3,0
00275,0,0,1,0
00276,0,0,0,0
00277,0,0,4,0
00278,0,0,0,0
00279,0,0,4,0
00280,0,0,0,0
00281,0,0,4,0
00282,0,0,0,0
00283,0,0,0,0
00284,0,0,0,0
00285,0,0,2,0
00286,0,0,0,0
00287,0,0,0,0
00288,2,1,0,0
00289,2,1,0,0
00290,0,0,0,0
00291,2,1,0,0
00292,0,0,0,0
00293,0,0,2,1
00294,2,1,0,0
00295,0,0,0,0
00296,0,0,0,0
00297,0,0,0,0
00298,0,0,0,0
00299,0,0,0,0
00300,0,0,0,0
00301,0,0,0,0
00302,0,0,0,0
00303,0,0,0,0
00304,0,0,0,0
00305,0,0,0,0
00306,0,0,0,0
00307,0,0,0,0
00308,0,0,0,0
00309,12,0,0,0
00310,0,0,0,0
00311,12,0,0,0
00312,9,0,0,0
00313,0,0,0,0
00314,12,0,0,0
00315,0,0,0,0
00316,12,0,0,0
00317,12,0,0,0
00318,0,0,0,0
00319,10,0,0,0
00320,3,0,0,0
00321,0,0,0,0
00322,0,0,2,0
00323,6,0,6,0
00324,0,0,0,0
00325,0,0,0,0
00326,0,0,0,0
00327,0,0,0,0
00328,0,0,0,0
00329,0,0,0,0
00330,0,0,0,0
00331,0,0,0,0
00332,0,0,0,0
00333,0,0,0,0
00334,0,0,0,0
00335,0,0,0,0
00336,0,0,0,0
00337,0,0,0,0
00338,0,0,0,0
00339,0,0,0,0
00340,0,0,0,0
00341,0,0,0,0
00342,0,0,0,0
00343,1,0,0,0
00344,0,0,0,0
00345,0,0,0,0
00346,0,0,0,0
00347,1,0,0,0
00348,1,0,0,0
00349,0,0,0,0
00350,0,0,2,12
00351,1,0,1,0
00352,0,0,1,0
00353,0,0,1,0
00354,0,0,2,0
00355,1,0,0,0
00356,1,0,0,0
00357,0,0,0,0
00358,0,0,0,0
00359,15,0,0,0
00360,15,0,0,0
00361,0,0,0,0
00362,0,0,0,0
00363,0,0,0,0
00364,0,0,0,0
00365,0,0,0,0
00366,0,0,0,0
00367,0,0,0,0
00368,0,0,0,0
00369,1,0,1,0
00370,1,0,1,0
00371,0,0,0,0
00372,0,0,0,0
00373,0,0,0,0
00374,0,0,0,0
00375,1,0,0,0
00376,1,0,0,0
00377,0,0,0,0
00378,0,0,0,0
00379,0,0,5,0
00380,0,0,0,0
00381,0,0,0,0
00382,0,0,0,0
00383,0,0,0,0
00384,0,0,0,0
00385,0,0,0,0
00386,0,0,0,0
00387,0,0,0,0
00388,4,0,0,0
00389,0,0,0,0
00390,0,0,0,0
00391,5,0,0,0
