Project-Name,Spec-File-Name,a,b,Stage,TrueSpec?,Type,Comments
geosolutions-it.geoserver-manager,GSJP2KEncoderTest#testAll/stage-3-complete/output-GSJP2KEncoderTest#testAll-00023.log,a=it.geosolutions.geoserver.rest.encoder.coverage.GSJP2KEncoder.setSuggestedTileSize(Ljava/lang/String;)V,b=it.geosolutions.geoserver.rest.encoder.coverage.GSJP2KEncoder.getSuggestedTileSize()Ljava/lang/String;,3,,,
geosolutions-it.geoserver-manager,ResourceDecoderTest#testCoverageDimension/stage-3-complete/output-ResourceDecoderTest#testCoverageDimension-00016.log,a=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.setDescription(Ljava/lang/String;)V,b=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.getDescription()Ljava/lang/String;,3,,,
geosolutions-it.geoserver-manager,ResourceDecoderTest#testCoverageDimension/stage-3-complete/output-ResourceDecoderTest#testCoverageDimension-00026.log,a=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.setDimensionType(Ljava/lang/String;)V,b=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.getDimensionTypeName()Ljava/lang/String;,3,,,
geosolutions-it.geoserver-manager,ResourceDecoderTest#testCoverageDimension/stage-2-f1-crash-postcond/output-ResourceDecoderTest#testCoverageDimension-00033.log,a=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.setName(Ljava/lang/String;)V,b=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.getName()Ljava/lang/String;,2,,,
geosolutions-it.geoserver-manager,GSCoverageEncoderTest#testAll/stage-2-f1-crash-postcond/output-GSCoverageEncoderTest#testAll-00020.log,a=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.setName(Ljava/lang/String;)V,b=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.setDimensionType(Ljava/lang/String;)V,2,,,
geosolutions-it.geoserver-manager,ResourceDecoderTest#testCoverageDimension/stage-3-complete/output-ResourceDecoderTest#testCoverageDimension-00045.log,a=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.setRange(Ljava/lang/String;Ljava/lang/String;)V,b=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.getRangeMin()Ljava/lang/String;,3,,,
geosolutions-it.geoserver-manager,ResourceDecoderTest#testCoverageDimension/stage-3-complete/output-ResourceDecoderTest#testCoverageDimension-00054.log,a=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.setUnit(Ljava/lang/String;)V,b=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.getUnit()Ljava/lang/String;,3,,,
geosolutions-it.geoserver-manager,ResourceDecoderTest#testCoverageDimension/stage-3-complete/output-ResourceDecoderTest#testCoverageDimension-00058.log,a=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.setup(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,b=it.geosolutions.geoserver.rest.encoder.dimensions.GSCoverageDimensionEncoder.getName()Ljava/lang/String;,3,,,
geosolutions-it.geoserver-manager,GSFeatureEncoderTest#testFeatureTypeEncoder/stage-3-complete/output-GSFeatureEncoderTest#testFeatureTypeEncoder-00024.log,a=it.geosolutions.geoserver.rest.encoder.feature.GSFeatureTypeEncoder.setName(Ljava/lang/String;)V,b=it.geosolutions.geoserver.rest.encoder.feature.GSFeatureTypeEncoder.getName()Ljava/lang/String;,3,,,
geosolutions-it.geoserver-manager,GSVirtualTableEncoderTest#virtualTableTest/stage-3-complete/output-GSVirtualTableEncoderTest#virtualTableTest-00005.log,a=it.geosolutions.geoserver.rest.encoder.metadata.virtualtable.GSVirtualTableEncoder.setName(Ljava/lang/String;)V,b=it.geosolutions.geoserver.rest.encoder.metadata.virtualtable.GSVirtualTableEncoder.addVirtualTableGeometry(Lit/geosolutions/geoserver/rest/encoder/metadata/virtualtable/VTGeometryEncoder;)V,3,,,
commons-fileupload,DiskFileItemSerializeTest#testInvalidRepository/stage-1-f2-crash-precond/output-DiskFileItemSerializeTest#testInvalidRepository-00001.log,a=org.apache.commons.fileupload2.DiskFileItemSerializeTest.createContentBytes(I)[B,b=org.apache.commons.fileupload2.DiskFileItemSerializeTest.createFileItem([BLjava/io/File;)Lorg/apache/commons/fileupload2/FileItem;,1,,,
commons-fileupload,DiskFileUploadTest#testMoveFile/stage-1-f2-crash-precond/output-DiskFileUploadTest#testMoveFile-00029.log,a=org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,b=org.apache.commons.fileupload2.disk.DiskFileItem.write(Ljava/io/File;)V,1,,,
commons-fileupload,ProgressListenerTest#testProgressListener/stage-3-complete/output-ProgressListenerTest#testProgressListener-00027.log,a=org.apache.commons.fileupload2.servlet.ServletFileUpload.setProgressListener(Lorg/apache/commons/fileupload2/ProgressListener;)V,b=org.apache.commons.fileupload2.FileUpload.getItemIterator(Lorg/apache/commons/fileupload2/RequestContext;)Lorg/apache/commons/fileupload2/FileItemIterator;,3,,,
commons-fileupload,ProgressListenerTest#testProgressListener/stage-3-complete/output-ProgressListenerTest#testProgressListener-00029.log,a=org.apache.commons.fileupload2.servlet.ServletFileUpload.setProgressListener(Lorg/apache/commons/fileupload2/ProgressListener;)V,b=org.apache.commons.fileupload2.servlet.ServletFileUpload.getItemIterator(Ljavax/servlet/http/HttpServletRequest;)Lorg/apache/commons/fileupload2/FileItemIterator;,3,,,
vidageek.crawler,PageCrawlerTest#testThatCrawlerAvoidCircles/stage-3-complete/output-PageCrawlerTest#testThatCrawlerAvoidCircles-00001.log,a=net.vidageek.crawler.Page.getStatusCode()Lnet/vidageek/crawler/Status;,b=net.vidageek.crawler.Page.getLinks()Ljava/util/List;,3,,,
vidageek.crawler,PageCrawlerTest#testThatCrawlerAvoidCircles/stage-3-complete/output-PageCrawlerTest#testThatCrawlerAvoidCircles-00003.log,a=net.vidageek.crawler.PageCrawlerTest$2.will(Lorg/jmock/api/Action;)V,b=net.vidageek.crawler.PageCrawlerTest$2.with(Lorg/hamcrest/Matcher;)Ljava/lang/Object;,3,,,
vidageek.crawler,PageCrawlerTest#testThatCrawlerAvoidCircles/stage-3-complete/output-PageCrawlerTest#testThatCrawlerAvoidCircles-00005.log,a=net.vidageek.crawler.config.CrawlerConfiguration.downloader()Lnet/vidageek/crawler/component/Downloader;,b=net.vidageek.crawler.config.CrawlerConfiguration.normalizer()Lnet/vidageek/crawler/component/LinkNormalizer;,3,,,
vidageek.crawler,PageCrawlerTest#testThatCrawlerAvoidCircles/stage-3-complete/output-PageCrawlerTest#testThatCrawlerAvoidCircles-00025.log,a=net.vidageek.crawler.config.CrawlerConfiguration.maxPoolSize()I,b=net.vidageek.crawler.config.CrawlerConfiguration.requestDelayMilliseconds()I,3,,,
ptgoetz.storm-jms,JmsSpoutTest#testFailure/stage-3-complete/output-JmsSpoutTest#testFailure-00001.log,a=org.apache.storm.jms.JmsProvider.connectionFactory()Ljavax/jms/ConnectionFactory;,b=org.apache.storm.jms.JmsProvider.destination()Ljavax/jms/Destination;,3,,,
ptgoetz.storm-jms,JmsSpoutTest#testFailure/stage-3-complete/output-JmsSpoutTest#testFailure-00008.log,a=org.apache.storm.jms.spout.JmsSpout.setJmsAcknowledgeMode(I)V,b=org.apache.storm.jms.spout.JmsSpout.fail(Ljava/lang/Object;)V,3,,,
ptgoetz.storm-jms,JmsSpoutTest#testFailure/stage-3-complete/output-JmsSpoutTest#testFailure-00010.log,a=org.apache.storm.jms.spout.JmsSpout.setJmsAcknowledgeMode(I)V,b=org.apache.storm.jms.spout.JmsSpout.open(Ljava/util/Map;Lbacktype/storm/task/TopologyContext;Lbacktype/storm/spout/SpoutOutputCollector;)V,3,,,
ptgoetz.storm-jms,JmsSpoutTest#testFailure/stage-1-f2-crash-precond/output-JmsSpoutTest#testFailure-00015.log,a=org.apache.storm.jms.spout.JmsSpout.setJmsProvider(Lorg/apache/storm/jms/JmsProvider;)V,b=org.apache.storm.jms.spout.JmsSpout.open(Ljava/util/Map;Lbacktype/storm/task/TopologyContext;Lbacktype/storm/spout/SpoutOutputCollector;)V,1,,,
ptgoetz.storm-jms,JmsSpoutTest#testFailure/stage-1-f2-crash-precond/output-JmsSpoutTest#testFailure-00022.log,a=org.apache.storm.jms.spout.JmsSpout.setJmsTupleProducer(Lorg/apache/storm/jms/JmsTupleProducer;)V,b=org.apache.storm.jms.spout.JmsSpout.open(Ljava/util/Map;Lbacktype/storm/task/TopologyContext;Lbacktype/storm/spout/SpoutOutputCollector;)V,1,,,
ptgoetz.storm-jms,JmsSpoutTest#testFailure/stage-3-complete/output-JmsSpoutTest#testFailure-00026.log,a=org.apache.storm.jms.spout.JmsSpout.setRecoveryPeriod(J)V,b=org.apache.storm.jms.spout.JmsSpout.fail(Ljava/lang/Object;)V,3,,,
ptgoetz.storm-jms,JmsSpoutTest#testFailure/stage-3-complete/output-JmsSpoutTest#testFailure-00028.log,a=org.apache.storm.jms.spout.JmsSpout.setRecoveryPeriod(J)V,b=org.apache.storm.jms.spout.JmsSpout.open(Ljava/util/Map;Lbacktype/storm/task/TopologyContext;Lbacktype/storm/spout/SpoutOutputCollector;)V,3,,,
jmxtrans.embedded-jmxtrans,ConfigurationTest#validateTuningParameters/stage-3-complete/output-ConfigurationTest#validateTuningParameters-00036.log,a=org.jmxtrans.embedded.EmbeddedJmxTrans.setExportIntervalInSeconds(I)V,b=org.jmxtrans.embedded.EmbeddedJmxTrans.getExportIntervalInSeconds()I,3,,,
jmxtrans.embedded-jmxtrans,ConfigurationTest#validateTuningParameters/stage-3-complete/output-ConfigurationTest#validateTuningParameters-00061.log,a=org.jmxtrans.embedded.EmbeddedJmxTrans.setQueryIntervalInSeconds(I)V,b=org.jmxtrans.embedded.EmbeddedJmxTrans.getQueryIntervalInSeconds()I,3,,,
jmxtrans.embedded-jmxtrans,ConfigurationTest#validateQueryWithCapacity/stage-3-complete/output-ConfigurationTest#validateQueryWithCapacity-00030.log,a=org.jmxtrans.embedded.Query.setResultsQueue(Ljava/util/concurrent/BlockingQueue;)V,b=org.jmxtrans.embedded.Query.getResults()Ljava/util/concurrent/BlockingQueue;,3,,,
jmxtrans.embedded-jmxtrans,CsvWriterTest#testCsvFileIsWrittenOutCorrectly/stage-3-complete/output-CsvWriterTest#testCsvFileIsWrittenOutCorrectly-00003.log,a=org.jmxtrans.embedded.output.CsvWriter.createHeader(Ljava/util/List;)[Ljava/lang/String;,b=org.jmxtrans.embedded.output.CsvWriter.stop()V,3,,,
jmxtrans.embedded-jmxtrans,CsvWriterTest#testCsvFileIsWrittenOutCorrectly/stage-1-f2-crash-precond/output-CsvWriterTest#testCsvFileIsWrittenOutCorrectly-00006.log,a=org.jmxtrans.embedded.output.CsvWriter.createOutputFile()Ljava/io/File;,b=org.jmxtrans.embedded.output.CsvWriter.stop()V,1,,,
jmxtrans.embedded-jmxtrans,CsvWriterTest#testCsvFileIsWrittenOutCorrectly/stage-2-f1-crash-postcond/output-CsvWriterTest#testCsvFileIsWrittenOutCorrectly-00008.log,a=org.jmxtrans.embedded.output.CsvWriter.queryResultToHeader(Ljava/util/List;)Ljava/util/List;,b=org.jmxtrans.embedded.output.CsvWriter.stop()V,2,,,
jmxtrans.embedded-jmxtrans,CsvWriterTest#testCsvFileIsWrittenOutCorrectly/stage-1-f2-crash-precond/output-CsvWriterTest#testCsvFileIsWrittenOutCorrectly-00012.log,a=org.jmxtrans.embedded.output.CsvWriter.start()V,b=org.jmxtrans.embedded.output.CsvWriter.stop()V,1,,,
jmxtrans.embedded-jmxtrans,CsvWriterTest#testCsvFileIsWrittenOutCorrectly/stage-1-f2-crash-precond/output-CsvWriterTest#testCsvFileIsWrittenOutCorrectly-00013.log,a=org.jmxtrans.embedded.output.CsvWriter.start()V,b=org.jmxtrans.embedded.output.CsvWriter.writeHeader(Ljava/util/List;)V,1,,,
jmxtrans.embedded-jmxtrans,CsvWriterTest#testCsvFileIsWrittenOutCorrectly/stage-2-f1-crash-postcond/output-CsvWriterTest#testCsvFileIsWrittenOutCorrectly-00016.log,a=org.jmxtrans.embedded.output.CsvWriter.writeHeader(Ljava/util/List;)V,b=org.jmxtrans.embedded.output.CsvWriter.stop()V,2,,,
jmxtrans.embedded-jmxtrans,EmbeddedJmxTransBeanDefinitionParser2Test#test/stage-1-f2-crash-precond/output-EmbeddedJmxTransBeanDefinitionParser2Test#test-00026.log,a=org.jmxtrans.embedded.spring.EmbeddedJmxTransFactory.getConfigurations()Ljava/util/List;,b=org.jmxtrans.embedded.spring.EmbeddedJmxTransFactory.loadConfiguration(Lorg/jmxtrans/embedded/spring/SpringEmbeddedJmxTrans;Ljava/util/List;)V,1,,,
jmxtrans.embedded-jmxtrans,EmbeddedJmxTransFactoryTest#testGetObject/stage-1-f2-crash-precond/output-EmbeddedJmxTransFactoryTest#testGetObject-00087.log,a=org.jmxtrans.embedded.spring.EmbeddedJmxTransFactory.setConfigurationUrl(Ljava/lang/String;)V,b=org.jmxtrans.embedded.spring.EmbeddedJmxTransFactory.getConfigurations()Ljava/util/List;,1,,,
jmxtrans.embedded-jmxtrans,EmbeddedJmxTransFactoryTest#testGetObject/stage-1-f2-crash-precond/output-EmbeddedJmxTransFactoryTest#testGetObject-00088.log,a=org.jmxtrans.embedded.spring.EmbeddedJmxTransFactory.setConfigurationUrl(Ljava/lang/String;)V,b=org.jmxtrans.embedded.spring.EmbeddedJmxTransFactory.getObject()Lorg/jmxtrans/embedded/spring/SpringEmbeddedJmxTrans;,1,,,
jpatterns,AbstractFactoryTest#testEnglishAnimals/stage-3-complete/output-AbstractFactoryTest#testEnglishAnimals-00001.log,a=org.jpatterns.gof.AbstractFactoryTest$AbstractLocalizedAnimalFactory.createCat()Lorg/jpatterns/gof/AbstractFactoryTest$LocalizedAnimal;,b=org.jpatterns.gof.AbstractFactoryTest$AbstractLocalizedAnimalFactory.createChicken()Lorg/jpatterns/gof/AbstractFactoryTest$LocalizedAnimal;,3,,,
jpatterns,AbstractFactoryTest/stage-3-complete/output-AbstractFactoryTest-00002.log,a=org.jpatterns.gof.AbstractFactoryTest.configureLocale(Ljava/lang/String;)V,b=org.jpatterns.gof.AbstractFactoryTest.getConfigureLocale()Ljava/lang/String;,3,,,
jpatterns,AbstractFactoryTest/stage-3-complete/output-AbstractFactoryTest-00003.log,a=org.jpatterns.gof.AbstractFactoryTest.configureLocale(Ljava/lang/String;)V,b=org.jpatterns.gof.AbstractFactoryTest.getFactoryForConfiguredLocale()Lorg/jpatterns/gof/AbstractFactoryTest$AbstractLocalizedAnimalFactory;,3,,,
jpatterns,BuilderTest#testBuilderAngusGuitar/stage-1-f2-crash-precond/output-BuilderTest#testBuilderAngusGuitar-00011.log,a=org.jpatterns.gof.BuilderTest$GuitarBuilder.createGuitar()V,b=org.jpatterns.gof.BuilderTest$GuitarBuilder.buildModel()V,1,,,
jpatterns,BuilderTest#testBuilderAngusGuitar/stage-3-complete/output-BuilderTest#testBuilderAngusGuitar-00014.log,a=org.jpatterns.gof.BuilderTest$GuitarMaker.buildGuitar()V,b=org.jpatterns.gof.BuilderTest$GuitarMaker.getGuitar()Lorg/jpatterns/gof/BuilderTest$Guitar;,3,,,
jpatterns,BuilderTest#testBuilderAngusGuitar/stage-1-f2-crash-precond/output-BuilderTest#testBuilderAngusGuitar-00015.log,a=org.jpatterns.gof.BuilderTest$GuitarMaker.setGuitarBuilder(Lorg/jpatterns/gof/BuilderTest$GuitarBuilder;)V,b=org.jpatterns.gof.BuilderTest$GuitarMaker.buildGuitar()V,1,,,
jpatterns,StrategyTest#adler32StrategyWorks/stage-3-complete/output-StrategyTest#adler32StrategyWorks-00001.log,a=org.jpatterns.gof.StrategyTest$Checksum.reset()V,b=org.jpatterns.gof.StrategyTest$Checksum.update([B)V,3,,,
jpatterns,TemplateMethodTest#databaseResourcesAreSetupUsedAndClosed/stage-3-complete/output-TemplateMethodTest#databaseResourcesAreSetupUsedAndClosed-00001.log,a=org.jpatterns.gof.TemplateMethodTest$CloseHelper.doExecute([Ljava/lang/Object;)Ljava/lang/Object;,b=org.jpatterns.gof.TemplateMethodTest$CloseHelper.tearDown([Ljava/lang/Object;)V,3,,,
jpatterns,TemplateMethodTest#databaseResourcesAreSetupUsedAndClosed/stage-1-f2-crash-precond/output-TemplateMethodTest#databaseResourcesAreSetupUsedAndClosed-00003.log,a=org.jpatterns.gof.TemplateMethodTest$CloseHelper.setUp([Ljava/lang/Object;)V,b=org.jpatterns.gof.TemplateMethodTest$CloseHelper.doExecute([Ljava/lang/Object;)Ljava/lang/Object;,1,,,
jpatterns,TemplateMethodTest#databaseResourcesAreSetupUsedAndClosed/stage-1-f2-crash-precond/output-TemplateMethodTest#databaseResourcesAreSetupUsedAndClosed-00004.log,a=org.jpatterns.gof.TemplateMethodTest$CloseHelper.setUp([Ljava/lang/Object;)V,b=org.jpatterns.gof.TemplateMethodTest$CloseHelper.tearDown([Ljava/lang/Object;)V,1,,,
jpatterns,TemplateMethodTest#databaseResourcesAreSetupUsedAndClosed/stage-1-f2-crash-precond/output-TemplateMethodTest#databaseResourcesAreSetupUsedAndClosed-00005.log,a=org.jpatterns.gof.TemplateMethodTest$CloseHelper.setUp([Ljava/lang/Object;)V,b=org.jpatterns.gof.TemplateMethodTest$DBHelper.doExecute([Ljava/lang/Object;)Ljava/lang/Integer;,1,,,
jpatterns,TemplateMethodTest#databaseResourcesAreSetupUsedAndClosed/stage-3-complete/output-TemplateMethodTest#databaseResourcesAreSetupUsedAndClosed-00006.log,a=org.jpatterns.gof.TemplateMethodTest$DBHelper.doExecute([Ljava/lang/Object;)Ljava/lang/Integer;,b=org.jpatterns.gof.TemplateMethodTest$CloseHelper.tearDown([Ljava/lang/Object;)V,3,,,
kamranzafar.jtar,JTarAppendTest#testAppend/stage-1-f2-crash-precond/output-JTarAppendTest#testAppend-00001.log,a=org.kamranzafar.jtar.JTarAppendTest.untar()V,b=org.kamranzafar.jtar.JTarAppendTest.assertInEqualsOut()V,1,,,
kamranzafar.jtar,JTarTest#untarTGzFile/stage-1-f2-crash-precond/output-JTarTest#untarTGzFile-00001.log,a=org.kamranzafar.jtar.JTarTest.untar(Lorg/kamranzafar/jtar/TarInputStream;Ljava/lang/String;)V,b=org.kamranzafar.jtar.JTarTest.assertFileContents(Ljava/io/File;)V,1,,,
kamranzafar.jtar,JTarAppendTest#testAppend/stage-3-complete/output-JTarAppendTest#testAppend-00006.log,a=org.kamranzafar.jtar.TarEntry.parseTarHeader([B)V,b=org.kamranzafar.jtar.TarEntry.getName()Ljava/lang/String;,3,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00001.log,a=org.trendafilov.confucius.Configuration.getByteList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getCharList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00002.log,a=org.trendafilov.confucius.Configuration.getByteList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getDoubleList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00003.log,a=org.trendafilov.confucius.Configuration.getByteList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getFloatList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00004.log,a=org.trendafilov.confucius.Configuration.getByteList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getLongList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-2-f1-crash-postcond/output-ConfigurationTest-00005.log,a=org.trendafilov.confucius.Configuration.getByteList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getProperties()Ljava/util/Properties;,2,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00006.log,a=org.trendafilov.confucius.Configuration.getByteList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getStringList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-2-f1-crash-postcond/output-ConfigurationTest-00007.log,a=org.trendafilov.confucius.Configuration.getByteList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.setProperties(Ljava/util/Properties;)V,2,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00008.log,a=org.trendafilov.confucius.Configuration.getCharList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getDoubleList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00009.log,a=org.trendafilov.confucius.Configuration.getCharList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getStringList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00010.log,a=org.trendafilov.confucius.Configuration.getDoubleList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getStringList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00011.log,a=org.trendafilov.confucius.Configuration.getFloatList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getCharList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00012.log,a=org.trendafilov.confucius.Configuration.getFloatList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getDoubleList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00013.log,a=org.trendafilov.confucius.Configuration.getFloatList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getLongList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-2-f1-crash-postcond/output-ConfigurationTest-00014.log,a=org.trendafilov.confucius.Configuration.getFloatList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getProperties()Ljava/util/Properties;,2,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-1-f2-crash-precond/output-ConfigurationTest-00015.log,a=org.trendafilov.confucius.Configuration.getFloatList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.getStringList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,1,,,
IvanTrendafilov.Confucius,ConfigurationTest/stage-2-f1-crash-postcond/output-ConfigurationTest-00016.log,a=org.trendafilov.confucius.Configuration.getFloatList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;,b=org.trendafilov.confucius.Configuration.setProperties(Ljava/util/Properties;)V,2,,,
