id,share-state(tool),original-dsi,updated-dsi,verdict,manual-tags,a-set-b-set,a-set-b-get,a-get-b-set,a-get-b-get,used-jdk?
00001,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;MULTIPLE_PERTURBATIONS;ONE_STATELESS_METHOD,0,0,0,0,no
00002,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;MULTIPLE_PERTURBATIONS;ONE_STATELESS_METHOD,0,0,0,0,no
00010,no,lv-ls,ls,true-spec,EXPECTED_EXCEPTION;WEAK_ORACLE;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00033,no,lv,ls,spurious-spec,EXPECTED_EXCEPTION;WEAK_ORACLE;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00034,no,lv-ls,ls,spurious-spec,REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00035,no,lv,ls,spurious-spec,EXPECTED_EXCEPTION;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00036,yes,u,u,spurious-spec,INSPECTION_TODO;REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;MULTIPLE_PERTURBATIONS;REPLACEMENT_VALUE_UNCLEAR,0,3,0,1,no
00038,yes,lv-u,lv-u,true-spec,REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;MULTIPLE_PERTURBATIONS,2,3,1,1,no
00039,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;ONE_STATELESS_METHOD,0,0,0,0,no
00040,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;ONE_STATELESS_METHOD,0,0,0,0,no
00041,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;MULTIPLE_PERTURBATIONS;ONE_STATELESS_METHOD,0,0,0,0,no
00042,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;MULTIPLE_PERTURBATIONS;ONE_STATELESS_METHOD,0,0,0,0,no
00043,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;ONE_STATELESS_METHOD,0,0,0,0,no
00044,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATELESS_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00045,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;ONE_STATELESS_METHOD,0,0,0,0,no
00046,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00047,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00049,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00050,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MODIFIED_STATE_DOES_NOT_INTERSECT;WEAK_ORACLE,0,0,0,0,no
00051,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;GOOD_EXAMPLE;DYNAMIC_DISPATCH,0,0,0,0,no
00052,no,lv,ls,sometimes-true-spec,REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00054,no,lv-ls,ls,sometimes-true-spec,EXPECTED_EXCEPTION_NOT_THROWN;REPLACE_RETURN_WITH_EXPECTED_OUTPUT;SOMETIMES_TRUE_SPEC;RETURN_VALUE_DISCARDED,0,0,0,0,no
00055,yes,u,u,spurious-spec,DYNAMIC_DISPATCH;ORDER_OF_ASSERTIONS;REVERSE_NBP;RETURN_VALUE_DISCARDED,0,1,1,1,no
00057,no,u,ls,unknown,ASM_ERROR,0,0,0,0,no
00058,no,u,ls,spurious-spec,ASM_ERROR,0,0,0,0,no
00064,no,lv,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION_NOT_THROWN;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00065,no,lv,ls,true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION_NOT_THROWN,0,0,0,0,no
00066,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION_NOT_THROWN;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;DYNAMIC_DISPATCH,0,0,0,0,no
00068,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00069,no,u,ls,spurious-spec,ASM_ERROR;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00071,no,lv,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;EXPECTED_EXCEPTION;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00072,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00073,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00074,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00075,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;ONE_STATELESS_METHOD;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00076,yes,u,u,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,3,0,1,no
00078,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;ONE_STATELESS_METHOD;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00079,no,u,ls,spurious-spec,ASM_ERROR;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00080,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00081,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;MULTIPLE_PERTURBATIONS;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00082,no,lv,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;EXPECTED_EXCEPTION;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00083,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00084,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00085,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;EXPECTED_EXCEPTION;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00086,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;ONE_STATELESS_METHOD;EXPECTED_EXCEPTION;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00087,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;EXPECTED_EXCEPTION;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00088,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00090,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE,0,0,0,0,no
00091,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_EXPECTED_OUTPUT;GOOD_EXAMPLE;ONE_STATELESS_METHOD,0,0,0,0,no
00092,no,lv,ls,sometimes-true-spec,REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00094,no,lv-ls,ls,sometimes-true-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;DYNAMIC_DISPATCH;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00095,yes,u,u,spurious-spec,REVERSE_NBP;RETURN_VALUE_DISCARDED,0,2,0,1,no
00097,no,u,ls,spurious-spec,ASM_ERROR,0,0,0,0,no
00098,no,u,ls,spurious-spec,ASM_ERROR,0,0,0,0,no
00099,no,u,ls,spurious-spec,ASM_ERROR,0,0,0,0,no
00104,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00105,yes,lv,lv,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;DYNAMIC_DISPATCH,4,6,5,2,no
00106,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID,4,5,5,2,no
00107,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID;DYNAMIC_DISPATCH,2,3,2,1,no
00108,no,lv,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION_NOT_THROWN;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00109,no,lv,ls,unknown,INSPECTION_TODO;EXPECTED_EXCEPTION_NOT_THROWN;METHOD_A_RETURNS_VOID;REVISIT,0,0,0,0,no
00110,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION_NOT_THROWN;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;DYNAMIC_DISPATCH,0,0,0,0,no
00112,no,lv-ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;EXPECTED_EXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00113,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00114,no,u,ls,spurious-spec,ASM_ERROR;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00115,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00116,no,lv-ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS;EXPECTED_EXCEPTION;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00117,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00118,no,lv,ls,spurious-spec,EXPECTED_EXCEPTION;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00119,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00120,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;ONE_STATELESS_METHOD;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00121,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00132,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;ASM_ERROR,0,0,0,0,no
00133,no,u,ls,spurious-spec,ASM_ERROR;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00134,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;ASM_ERROR,0,0,0,0,no
00135,no,u,ls,spurious-spec,ASM_ERROR;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00136,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;ASM_ERROR,0,0,0,0,no
00137,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00138,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;ONE_STATELESS_METHOD;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00140,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00141,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00147,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;ASM_ERROR,0,0,0,0,no
00154,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,0,0,0,no
00156,no,lv,ls,spurious-spec,ONE_STATELESS_METHOD;EXPECTED_EXCEPTION;WEAK_ORACLE,0,0,0,0,no
00157,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00158,no,lv-ls,ls,spurious-spec,ONE_STATELESS_METHOD;EXPECTED_EXCEPTION;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00159,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00160,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;MULTIPLE_PERTURBATIONS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00161,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00162,no,lv-ls,ls,spurious-spec,ONE_STATELESS_METHOD;EXPECTED_EXCEPTION;MULTIPLE_PERTURBATIONS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00163,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00164,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;MULTIPLE_PERTURBATIONS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00166,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;DYNAMIC_DISPATCH;MULTIPLE_PERTURBATIONS;REPLACE_RETURN_WITH_EXPECTED_OUTPUT;REVERSE_NBP,0,0,0,0,no
00167,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_EXPECTED_OUTPUT;ONE_STATELESS_METHOD,0,0,0,0,no
00169,no,ls,ls,sometimes-true-spec,SOMETIMES_TRUE_SPEC;GOOD_EXAMPLE;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00170,no,ls,ls,sometimes-true-spec,SOMETIMES_TRUE_SPEC;GOOD_EXAMPLE;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00171,no,lv-ls,ls,true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE,0,0,0,0,no
00172,no,ls,ls,true-spec,METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;WEAK_ORACLE,0,0,0,0,no
00181,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00183,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,yes
00184,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,yes
00185,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,yes
00186,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,yes
00187,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,yes
00188,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,yes
00189,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,yes
00190,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,yes
00191,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,yes
00192,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,yes
00193,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,yes
00194,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,yes
00196,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,yes
00197,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,yes
00198,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,yes
00199,yes,u,u,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,1,0,1,no
00200,yes,u,u,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,1,0,1,no
00201,yes,u,u,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,1,0,1,no
00203,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,yes
00204,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,yes
00205,yes,u,u,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,1,no
00206,yes,u,u,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,1,no
00210,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,yes
00212,yes,u,u,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,1,no
00215,yes,u,u,spurious-spec,METHOD_A_RETURNS_VOID;ASM_ERROR;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,1,0,0,no
00216,yes,ls,ls,true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,1,0,0,0,no
00219,no,lv-ls,ls,true-spec,METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;MULTIPLE_PERTURBATIONS,0,0,0,0,yes
00224,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00225,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00226,no,lv,ls,true-spec,METHOD_A_RETURNS_VOID,0,0,0,0,yes
00227,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
